disease,loc,number,population,year
MEASLES,NEW HAMPSHIRE,0,1142560,1994
MEASLES,NEW JERSEY,135,8014306,1994
MEASLES,NEW YORK,56,18459470,1994
MEASLES,NORTH CAROLINA,3,7187398,1994
MEASLES,OHIO,5,11152454,1994
MEASLES,PENNSYLVANIA,7,12166050,1994
MEASLES,RHODE ISLAND,7,1015960,1994
MEASLES,TENNESSEE,27,5231438,1994
MEASLES,TEXAS,16,18564062,1994
MEASLES,UTAH,153,1960446,1994
MEASLES,VERMONT,1,583836,1994
MEASLES,VIRGINIA,2,6593139,1994
MEASLES,WEST VIRGINIA,36,1820421,1994
MEASLES,WISCONSIN,2,5133678,1994
MUMPS,ALABAMA,12,4260229,1994
MUMPS,ALASKA,4,603308,1994
MUMPS,ARIZONA,96,4245089,1994
MUMPS,ARKANSAS,5,2494019,1994
MUMPS,CALIFORNIA,143,31484435,1994
MUMPS,COLORADO,3,3724168,1994
MUMPS,CONNECTICUT,12,3316121,1994
MUMPS,FLORIDA,34,14239444,1994
MUMPS,GEORGIA,8,7157165,1994
MUMPS,HAWAII,21,1187536,1994
MUMPS,IDAHO,12,1145140,1994
MUMPS,ILLINOIS,100,11912585,1994
MUMPS,INDIANA,7,5793526,1994
MUMPS,IOWA,15,2850746,1994
MUMPS,KENTUCKY,1,3849088,1994
MUMPS,LOUISIANA,35,4347481,1994
MUMPS,MAINE,3,1242662,1994
MUMPS,MARYLAND,59,5023060,1994
MUMPS,MASSACHUSETTS,2,6095241,1994
MUMPS,MICHIGAN,55,9597737,1994
MUMPS,MINNESOTA,5,4610355,1994
MUMPS,MISSISSIPPI,7,2688992,1994
MUMPS,MISSOURI,36,5324497,1994
MUMPS,NEBRASKA,2,1639041,1994
MUMPS,NEVADA,20,1499298,1994
MUMPS,NEW HAMPSHIRE,5,1142560,1994
MUMPS,NEW JERSEY,1,8014306,1994
MUMPS,NEW YORK,32,18459470,1994
MUMPS,NORTH CAROLINA,38,7187398,1994
MUMPS,NORTH DAKOTA,4,644804,1994
MUMPS,OHIO,78,11152454,1994
MUMPS,OKLAHOMA,22,3280940,1994
MUMPS,PENNSYLVANIA,74,12166050,1994
MUMPS,RHODE ISLAND,4,1015960,1994
MUMPS,SOUTH CAROLINA,8,3705397,1994
MUMPS,TENNESSEE,9,5231438,1994
MUMPS,TEXAS,378,18564062,1994
MUMPS,UTAH,26,1960446,1994
MUMPS,VIRGINIA,46,6593139,1994
MUMPS,WASHINGTON,9,5375161,1994
MUMPS,WEST VIRGINIA,6,1820421,1994
MUMPS,WISCONSIN,10,5133678,1994
MUMPS,WYOMING,3,480283,1994
PERTUSSIS,ALABAMA,39,4260229,1994
PERTUSSIS,ALASKA,2,603308,1994
PERTUSSIS,ARIZONA,144,4245089,1994
PERTUSSIS,ARKANSAS,26,2494019,1994
PERTUSSIS,CALIFORNIA,341,31484435,1994
PERTUSSIS,COLORADO,114,3724168,1994
PERTUSSIS,CONNECTICUT,37,3316121,1994
PERTUSSIS,DELAWARE,3,717545,1994
PERTUSSIS,DISTRICT OF COLUMBIA,12,589239,1994
PERTUSSIS,FLORIDA,52,14239444,1994
PERTUSSIS,GEORGIA,27,7157165,1994
PERTUSSIS,HAWAII,25,1187536,1994
PERTUSSIS,IDAHO,174,1145140,1994
PERTUSSIS,ILLINOIS,91,11912585,1994
PERTUSSIS,INDIANA,80,5793526,1994
PERTUSSIS,IOWA,24,2850746,1994
PERTUSSIS,KANSAS,13,2580513,1994
PERTUSSIS,KENTUCKY,44,3849088,1994
PERTUSSIS,LOUISIANA,12,4347481,1994
PERTUSSIS,MAINE,21,1242662,1994
PERTUSSIS,MARYLAND,82,5023060,1994
PERTUSSIS,MASSACHUSETTS,241,6095241,1994
PERTUSSIS,MICHIGAN,49,9597737,1994
PERTUSSIS,MINNESOTA,88,4610355,1994
PERTUSSIS,MISSISSIPPI,6,2688992,1994
PERTUSSIS,MISSOURI,29,5324497,1994
PERTUSSIS,MONTANA,11,861306,1994
PERTUSSIS,NEBRASKA,10,1639041,1994
PERTUSSIS,NEVADA,3,1499298,1994
PERTUSSIS,NEW HAMPSHIRE,76,1142560,1994
PERTUSSIS,NEW JERSEY,3,8014306,1994
PERTUSSIS,NEW MEXICO,33,1682398,1994
PERTUSSIS,NEW YORK,347,18459470,1994
PERTUSSIS,NORTH CAROLINA,140,7187398,1994
PERTUSSIS,NORTH DAKOTA,5,644804,1994
PERTUSSIS,OHIO,165,11152454,1994
PERTUSSIS,OKLAHOMA,35,3280940,1994
PERTUSSIS,OREGON,38,3121264,1994
PERTUSSIS,PENNSYLVANIA,164,12166050,1994
PERTUSSIS,RHODE ISLAND,5,1015960,1994
PERTUSSIS,SOUTH CAROLINA,14,3705397,1994
PERTUSSIS,SOUTH DAKOTA,26,730790,1994
PERTUSSIS,TENNESSEE,22,5231438,1994
PERTUSSIS,TEXAS,121,18564062,1994
PERTUSSIS,UTAH,26,1960446,1994
PERTUSSIS,VERMONT,45,583836,1994
PERTUSSIS,VIRGINIA,34,6593139,1994
PERTUSSIS,WASHINGTON,37,5375161,1994
PERTUSSIS,WEST VIRGINIA,6,1820421,1994
PERTUSSIS,WISCONSIN,22,5133678,1994
RUBELLA,ALASKA,1,603308,1994
RUBELLA,CALIFORNIA,24,31484435,1994
RUBELLA,CONNECTICUT,3,3316121,1994
RUBELLA,FLORIDA,9,14239444,1994
RUBELLA,GEORGIA,1,7157165,1994
RUBELLA,HAWAII,4,1187536,1994
RUBELLA,IDAHO,1,1145140,1994
RUBELLA,ILLINOIS,2,11912585,1994
RUBELLA,MASSACHUSETTS,101,6095241,1994
RUBELLA,MICHIGAN,9,9597737,1994
RUBELLA,MISSOURI,0,5324497,1994
RUBELLA,NEVADA,1,1499298,1994
RUBELLA,NEW JERSEY,0,8014306,1994
RUBELLA,NEW MEXICO,1,1682398,1994
RUBELLA,NEW YORK,3,18459470,1994
RUBELLA,OKLAHOMA,4,3280940,1994
RUBELLA,OREGON,2,3121264,1994
RUBELLA,RHODE ISLAND,3,1015960,1994
RUBELLA,TEXAS,9,18564062,1994
RUBELLA,UTAH,4,1960446,1994
HEPATITIS A,ALABAMA,75,4296800,1995
HEPATITIS A,ALASKA,38,604412,1995
HEPATITIS A,ARIZONA,990,4432499,1995
HEPATITIS A,ARKANSAS,425,2535399,1995
HEPATITIS A,CALIFORNIA,5130,31696582,1995
HEPATITIS A,COLORADO,393,3826653,1995
HEPATITIS A,CONNECTICUT,69,3324144,1995
HEPATITIS A,DELAWARE,8,729734,1995
HEPATITIS A,DISTRICT OF COLUMBIA,14,580517,1995
HEPATITIS A,FLORIDA,519,14537875,1995
HEPATITIS A,GEORGIA,56,7328413,1995
HEPATITIS A,HAWAII,120,1196854,1995
HEPATITIS A,IDAHO,296,1177322,1995
HEPATITIS A,ILLINOIS,498,12008437,1995
HEPATITIS A,INDIANA,158,5851459,1995
HEPATITIS A,IOWA,79,2867373,1995
HEPATITIS A,KANSAS,110,2601007,1995
HEPATITIS A,KENTUCKY,39,3887427,1995
HEPATITIS A,LOUISIANA,104,4378779,1995
HEPATITIS A,MAINE,18,1243480,1995
HEPATITIS A,MARYLAND,164,5070033,1995
HEPATITIS A,MASSACHUSETTS,123,6141445,1995
HEPATITIS A,MICHIGAN,270,9676211,1995
HEPATITIS A,MINNESOTA,158,4660180,1995
HEPATITIS A,MISSISSIPPI,144,2722659,1995
HEPATITIS A,MISSOURI,982,5378247,1995
HEPATITIS A,MONTANA,114,876553,1995
HEPATITIS A,NEBRASKA,72,1656992,1995
HEPATITIS A,NEVADA,262,1581578,1995
HEPATITIS A,NEW HAMPSHIRE,7,1157561,1995
HEPATITIS A,NEW JERSEY,205,8083242,1995
HEPATITIS A,NEW MEXICO,686,1720394,1995
HEPATITIS A,NEW YORK,1090,18524104,1995
HEPATITIS A,NORTH CAROLINA,89,7344674,1995
HEPATITIS A,NORTH DAKOTA,17,647832,1995
HEPATITIS A,OHIO,1346,11202751,1995
HEPATITIS A,OKLAHOMA,1215,3308208,1995
HEPATITIS A,OREGON,1445,3184369,1995
HEPATITIS A,PENNSYLVANIA,173,12198403,1995
HEPATITIS A,RHODE ISLAND,37,1017002,1995
HEPATITIS A,SOUTH CAROLINA,36,3748582,1995
HEPATITIS A,SOUTH DAKOTA,64,737925,1995
HEPATITIS A,TENNESSEE,811,5326936,1995
HEPATITIS A,TEXAS,2062,18958751,1995
HEPATITIS A,UTAH,564,2014177,1995
HEPATITIS A,VERMONT,3,589002,1995
HEPATITIS A,VIRGINIA,190,6670693,1995
HEPATITIS A,WASHINGTON,612,5481027,1995
HEPATITIS A,WEST VIRGINIA,18,1823700,1995
HEPATITIS A,WISCONSIN,130,5184836,1995
HEPATITIS A,WYOMING,89,485160,1995
MEASLES,ARIZONA,12,4432499,1995
MEASLES,ARKANSAS,2,2535399,1995
MEASLES,CALIFORNIA,38,31696582,1995
MEASLES,COLORADO,26,3826653,1995
MEASLES,CONNECTICUT,1,3324144,1995
MEASLES,FLORIDA,9,14537875,1995
MEASLES,GEORGIA,5,7328413,1995
MEASLES,HAWAII,0,1196854,1995
MEASLES,IDAHO,4,1177322,1995
MEASLES,ILLINOIS,5,12008437,1995
MEASLES,KANSAS,1,2601007,1995
MEASLES,LOUISIANA,18,4378779,1995
MEASLES,MARYLAND,0,5070033,1995
MEASLES,MASSACHUSETTS,5,6141445,1995
MEASLES,MICHIGAN,4,9676211,1995
MEASLES,MISSOURI,0,5378247,1995
MEASLES,NEVADA,1,1581578,1995
MEASLES,NEW JERSEY,4,8083242,1995
MEASLES,NEW MEXICO,31,1720394,1995
MEASLES,NEW YORK,2,18524104,1995
MEASLES,OHIO,2,11202751,1995
MEASLES,OREGON,3,3184369,1995
MEASLES,PENNSYLVANIA,1,12198403,1995
MEASLES,RHODE ISLAND,5,1017002,1995
MEASLES,TEXAS,13,18958751,1995
MEASLES,UTAH,0,2014177,1995
MEASLES,WASHINGTON,22,5481027,1995
MEASLES,WISCONSIN,0,5184836,1995
MUMPS,ALABAMA,2,4296800,1995
MUMPS,ALASKA,12,604412,1995
MUMPS,ARIZONA,6,4432499,1995
MUMPS,ARKANSAS,10,2535399,1995
MUMPS,CALIFORNIA,205,31696582,1995
MUMPS,COLORADO,2,3826653,1995
MUMPS,CONNECTICUT,2,3324144,1995
MUMPS,FLORIDA,16,14537875,1995
MUMPS,GEORGIA,10,7328413,1995
MUMPS,HAWAII,13,1196854,1995
MUMPS,IDAHO,6,1177322,1995
MUMPS,ILLINOIS,48,12008437,1995
MUMPS,INDIANA,9,5851459,1995
MUMPS,IOWA,11,2867373,1995
MUMPS,KANSAS,0,2601007,1995
MUMPS,LOUISIANA,13,4378779,1995
MUMPS,MAINE,2,1243480,1995
MUMPS,MARYLAND,0,5070033,1995
MUMPS,MASSACHUSETTS,1,6141445,1995
MUMPS,MICHIGAN,59,9676211,1995
MUMPS,MINNESOTA,6,4660180,1995
MUMPS,MISSISSIPPI,14,2722659,1995
MUMPS,MISSOURI,24,5378247,1995
MUMPS,MONTANA,0,876553,1995
MUMPS,NEBRASKA,4,1656992,1995
MUMPS,NEVADA,10,1581578,1995
MUMPS,NEW HAMPSHIRE,0,1157561,1995
MUMPS,NEW JERSEY,12,8083242,1995
MUMPS,NEW YORK,37,18524104,1995
MUMPS,NORTH CAROLINA,39,7344674,1995
MUMPS,NORTH DAKOTA,0,647832,1995
MUMPS,OHIO,54,11202751,1995
MUMPS,PENNSYLVANIA,61,12198403,1995
MUMPS,RHODE ISLAND,0,1017002,1995
MUMPS,SOUTH CAROLINA,12,3748582,1995
MUMPS,TENNESSEE,3,5326936,1995
MUMPS,TEXAS,27,18958751,1995
MUMPS,UTAH,10,2014177,1995
MUMPS,VIRGINIA,24,6670693,1995
MUMPS,WASHINGTON,14,5481027,1995
PERTUSSIS,ALABAMA,38,4296800,1995
PERTUSSIS,ALASKA,0,604412,1995
PERTUSSIS,ARIZONA,341,4432499,1995
PERTUSSIS,ARKANSAS,40,2535399,1995
PERTUSSIS,CALIFORNIA,377,31696582,1995
PERTUSSIS,COLORADO,79,3826653,1995
PERTUSSIS,CONNECTICUT,31,3324144,1995
PERTUSSIS,DELAWARE,10,729734,1995
PERTUSSIS,DISTRICT OF COLUMBIA,6,580517,1995
PERTUSSIS,FLORIDA,113,14537875,1995
PERTUSSIS,GEORGIA,40,7328413,1995
PERTUSSIS,HAWAII,53,1196854,1995
PERTUSSIS,IDAHO,96,1177322,1995
PERTUSSIS,ILLINOIS,93,12008437,1995
PERTUSSIS,INDIANA,78,5851459,1995
PERTUSSIS,IOWA,11,2867373,1995
PERTUSSIS,KANSAS,20,2601007,1995
PERTUSSIS,KENTUCKY,16,3887427,1995
PERTUSSIS,LOUISIANA,18,4378779,1995
PERTUSSIS,MAINE,50,1243480,1995
PERTUSSIS,MARYLAND,25,5070033,1995
PERTUSSIS,MASSACHUSETTS,279,6141445,1995
PERTUSSIS,MICHIGAN,126,9676211,1995
PERTUSSIS,MINNESOTA,155,4660180,1995
PERTUSSIS,MISSISSIPPI,2,2722659,1995
PERTUSSIS,MISSOURI,52,5378247,1995
PERTUSSIS,MONTANA,9,876553,1995
PERTUSSIS,NEBRASKA,14,1656992,1995
PERTUSSIS,NEVADA,8,1581578,1995
PERTUSSIS,NEW HAMPSHIRE,52,1157561,1995
PERTUSSIS,NEW JERSEY,14,8083242,1995
PERTUSSIS,NEW MEXICO,126,1720394,1995
PERTUSSIS,NEW YORK,225,18524104,1995
PERTUSSIS,NORTH CAROLINA,110,7344674,1995
PERTUSSIS,NORTH DAKOTA,7,647832,1995
PERTUSSIS,OHIO,182,11202751,1995
PERTUSSIS,OKLAHOMA,45,3308208,1995
PERTUSSIS,OREGON,56,3184369,1995
PERTUSSIS,PENNSYLVANIA,109,12198403,1995
PERTUSSIS,RHODE ISLAND,4,1017002,1995
PERTUSSIS,SOUTH CAROLINA,30,3748582,1995
PERTUSSIS,SOUTH DAKOTA,12,737925,1995
PERTUSSIS,TENNESSEE,208,5326936,1995
PERTUSSIS,TEXAS,126,18958751,1995
PERTUSSIS,UTAH,29,2014177,1995
PERTUSSIS,VERMONT,45,589002,1995
PERTUSSIS,VIRGINIA,31,6670693,1995
PERTUSSIS,WASHINGTON,370,5481027,1995
PERTUSSIS,WISCONSIN,11,5184836,1995
PERTUSSIS,WYOMING,1,485160,1995
RUBELLA,ARIZONA,5,4432499,1995
RUBELLA,ARKANSAS,0,2535399,1995
RUBELLA,CALIFORNIA,21,31696582,1995
RUBELLA,COLORADO,1,3826653,1995
RUBELLA,CONNECTICUT,24,3324144,1995
RUBELLA,FLORIDA,27,14537875,1995
RUBELLA,GEORGIA,41,7328413,1995
RUBELLA,HAWAII,4,1196854,1995
RUBELLA,IDAHO,1,1177322,1995
RUBELLA,ILLINOIS,1,12008437,1995
RUBELLA,INDIANA,1,5851459,1995
RUBELLA,KANSAS,0,2601007,1995
RUBELLA,MAINE,1,1243480,1995
RUBELLA,MASSACHUSETTS,8,6141445,1995
RUBELLA,MICHIGAN,4,9676211,1995
RUBELLA,NEW HAMPSHIRE,0,1157561,1995
RUBELLA,NEW JERSEY,1,8083242,1995
RUBELLA,NEW YORK,13,18524104,1995
RUBELLA,NORTH CAROLINA,1,7344674,1995
RUBELLA,OREGON,2,3184369,1995
RUBELLA,SOUTH CAROLINA,1,3748582,1995
RUBELLA,TENNESSEE,0,5326936,1995
RUBELLA,TEXAS,13,18958751,1995
RUBELLA,UTAH,1,2014177,1995
RUBELLA,WASHINGTON,2,5481027,1995
RUBELLA,WYOMING,1,485160,1995
HEPATITIS A,ALABAMA,196,4331102,1996
HEPATITIS A,ALASKA,46,608569,1996
HEPATITIS A,ARIZONA,1397,4586940,1996
HEPATITIS A,ARKANSAS,446,2572109,1996
HEPATITIS A,CALIFORNIA,5547,32018834,1996
HEPATITIS A,COLORADO,362,3919972,1996
HEPATITIS A,CONNECTICUT,123,3336685,1996
HEPATITIS A,DELAWARE,17,740977,1996
HEPATITIS A,DISTRICT OF COLUMBIA,30,572377,1996
HEPATITIS A,FLORIDA,552,14853360,1996
HEPATITIS A,GEORGIA,148,7501069,1996
HEPATITIS A,HAWAII,84,1203755,1996
HEPATITIS A,IDAHO,206,1203083,1996
HEPATITIS A,ILLINOIS,512,12101997,1996
HEPATITIS A,INDIANA,308,5906013,1996
HEPATITIS A,IOWA,305,2880000,1996
HEPATITIS A,KANSAS,319,2614554,1996
HEPATITIS A,KENTUCKY,40,3919535,1996
HEPATITIS A,LOUISIANA,188,4398877,1996
HEPATITIS A,MAINE,22,1249060,1996
HEPATITIS A,MARYLAND,225,5111986,1996
HEPATITIS A,MASSACHUSETTS,171,6179756,1996
HEPATITIS A,MICHIGAN,432,9758645,1996
HEPATITIS A,MINNESOTA,129,4712827,1996
HEPATITIS A,MISSISSIPPI,188,2748085,1996
HEPATITIS A,MISSOURI,1244,5431553,1996
HEPATITIS A,MONTANA,83,886254,1996
HEPATITIS A,NEBRASKA,196,1673740,1996
HEPATITIS A,NEVADA,392,1666320,1996
HEPATITIS A,NEW HAMPSHIRE,23,1174719,1996
HEPATITIS A,NEW JERSEY,264,8149596,1996
HEPATITIS A,NEW MEXICO,280,1752326,1996
HEPATITIS A,NEW YORK,782,18588460,1996
HEPATITIS A,NORTH CAROLINA,184,7500670,1996
HEPATITIS A,NORTH DAKOTA,128,650382,1996
HEPATITIS A,OHIO,652,11242827,1996
HEPATITIS A,OKLAHOMA,2197,3340129,1996
HEPATITIS A,OREGON,672,3247111,1996
HEPATITIS A,PENNSYLVANIA,436,12220464,1996
HEPATITIS A,RHODE ISLAND,20,1020893,1996
HEPATITIS A,SOUTH CAROLINA,53,3796200,1996
HEPATITIS A,SOUTH DAKOTA,34,742213,1996
HEPATITIS A,TENNESSEE,350,5416643,1996
HEPATITIS A,TEXAS,2555,19340342,1996
HEPATITIS A,UTAH,924,2067976,1996
HEPATITIS A,VERMONT,11,593701,1996
HEPATITIS A,VIRGINIA,174,6750884,1996
HEPATITIS A,WASHINGTON,658,5569753,1996
HEPATITIS A,WEST VIRGINIA,15,1822808,1996
HEPATITIS A,WISCONSIN,141,5229986,1996
HEPATITIS A,WYOMING,35,488167,1996
MEASLES,ALASKA,68,608569,1996
MEASLES,ARIZONA,8,4586940,1996
MEASLES,CALIFORNIA,45,32018834,1996
MEASLES,COLORADO,7,3919972,1996
MEASLES,CONNECTICUT,1,3336685,1996
MEASLES,DELAWARE,1,740977,1996
MEASLES,DISTRICT OF COLUMBIA,0,572377,1996
MEASLES,FLORIDA,0,14853360,1996
MEASLES,GEORGIA,1,7501069,1996
MEASLES,HAWAII,34,1203755,1996
MEASLES,IDAHO,2,1203083,1996
MEASLES,ILLINOIS,2,12101997,1996
MEASLES,IOWA,0,2880000,1996
MEASLES,KANSAS,1,2614554,1996
MEASLES,MAINE,0,1249060,1996
MEASLES,MARYLAND,4,5111986,1996
MEASLES,MASSACHUSETTS,12,6179756,1996
MEASLES,MICHIGAN,2,9758645,1996
MEASLES,MINNESOTA,18,4712827,1996
MEASLES,MISSOURI,2,5431553,1996
MEASLES,NEVADA,4,1666320,1996
MEASLES,NEW JERSEY,0,8149596,1996
MEASLES,NEW MEXICO,17,1752326,1996
MEASLES,NORTH CAROLINA,4,7500670,1996
MEASLES,OHIO,6,11242827,1996
MEASLES,OREGON,11,3247111,1996
MEASLES,PENNSYLVANIA,12,12220464,1996
MEASLES,TENNESSEE,2,5416643,1996
MEASLES,TEXAS,27,19340342,1996
MEASLES,UTAH,119,2067976,1996
MEASLES,VERMONT,1,593701,1996
MEASLES,VIRGINIA,1,6750884,1996
MEASLES,WASHINGTON,51,5569753,1996
MEASLES,WISCONSIN,1,5229986,1996
MEASLES,WYOMING,1,488167,1996
MUMPS,ALABAMA,7,4331102,1996
MUMPS,ALASKA,3,608569,1996
MUMPS,ARIZONA,1,4586940,1996
MUMPS,ARKANSAS,1,2572109,1996
MUMPS,CALIFORNIA,102,32018834,1996
MUMPS,COLORADO,3,3919972,1996
MUMPS,DISTRICT OF COLUMBIA,0,572377,1996
MUMPS,FLORIDA,28,14853360,1996
MUMPS,GEORGIA,3,7501069,1996
MUMPS,HAWAII,26,1203755,1996
MUMPS,ILLINOIS,14,12101997,1996
MUMPS,INDIANA,9,5906013,1996
MUMPS,IOWA,3,2880000,1996
MUMPS,KANSAS,2,2614554,1996
MUMPS,LOUISIANA,18,4398877,1996
MUMPS,MARYLAND,28,5111986,1996
MUMPS,MASSACHUSETTS,1,6179756,1996
MUMPS,MICHIGAN,35,9758645,1996
MUMPS,MINNESOTA,6,4712827,1996
MUMPS,MISSISSIPPI,15,2748085,1996
MUMPS,MISSOURI,8,5431553,1996
MUMPS,NEVADA,20,1666320,1996
MUMPS,NEW HAMPSHIRE,1,1174719,1996
MUMPS,NEW JERSEY,1,8149596,1996
MUMPS,NEW YORK,38,18588460,1996
MUMPS,NORTH CAROLINA,21,7500670,1996
MUMPS,NORTH DAKOTA,2,650382,1996
MUMPS,OHIO,48,11242827,1996
MUMPS,OKLAHOMA,0,3340129,1996
MUMPS,PENNSYLVANIA,28,12220464,1996
MUMPS,RHODE ISLAND,1,1020893,1996
MUMPS,SOUTH CAROLINA,7,3796200,1996
MUMPS,TENNESSEE,5,5416643,1996
MUMPS,TEXAS,24,19340342,1996
MUMPS,UTAH,2,2067976,1996
MUMPS,VIRGINIA,16,6750884,1996
MUMPS,WASHINGTON,21,5569753,1996
MUMPS,WISCONSIN,0,5229986,1996
MUMPS,WYOMING,1,488167,1996
PERTUSSIS,ALABAMA,28,4331102,1996
PERTUSSIS,ALASKA,3,608569,1996
PERTUSSIS,ARIZONA,25,4586940,1996
PERTUSSIS,ARKANSAS,13,2572109,1996
PERTUSSIS,CALIFORNIA,678,32018834,1996
PERTUSSIS,COLORADO,132,3919972,1996
PERTUSSIS,CONNECTICUT,34,3336685,1996
PERTUSSIS,DELAWARE,19,740977,1996
PERTUSSIS,DISTRICT OF COLUMBIA,5,572377,1996
PERTUSSIS,FLORIDA,128,14853360,1996
PERTUSSIS,GEORGIA,20,7501069,1996
PERTUSSIS,HAWAII,24,1203755,1996
PERTUSSIS,IDAHO,129,1203083,1996
PERTUSSIS,ILLINOIS,140,12101997,1996
PERTUSSIS,INDIANA,100,5906013,1996
PERTUSSIS,IOWA,28,2880000,1996
PERTUSSIS,KANSAS,16,2614554,1996
PERTUSSIS,KENTUCKY,135,3919535,1996
PERTUSSIS,LOUISIANA,11,4398877,1996
PERTUSSIS,MAINE,20,1249060,1996
PERTUSSIS,MARYLAND,221,5111986,1996
PERTUSSIS,MASSACHUSETTS,883,6179756,1996
PERTUSSIS,MICHIGAN,52,9758645,1996
PERTUSSIS,MINNESOTA,313,4712827,1996
PERTUSSIS,MISSISSIPPI,10,2748085,1996
PERTUSSIS,MISSOURI,56,5431553,1996
PERTUSSIS,MONTANA,36,886254,1996
PERTUSSIS,NEBRASKA,15,1673740,1996
PERTUSSIS,NEVADA,41,1666320,1996
PERTUSSIS,NEW HAMPSHIRE,161,1174719,1996
PERTUSSIS,NEW JERSEY,14,8149596,1996
PERTUSSIS,NEW MEXICO,60,1752326,1996
PERTUSSIS,NEW YORK,568,18588460,1996
PERTUSSIS,NORTH CAROLINA,131,7500670,1996
PERTUSSIS,NORTH DAKOTA,1,650382,1996
PERTUSSIS,OHIO,276,11242827,1996
PERTUSSIS,OKLAHOMA,18,3340129,1996
PERTUSSIS,OREGON,34,3247111,1996
PERTUSSIS,PENNSYLVANIA,196,12220464,1996
PERTUSSIS,RHODE ISLAND,40,1020893,1996
PERTUSSIS,SOUTH CAROLINA,52,3796200,1996
PERTUSSIS,SOUTH DAKOTA,4,742213,1996
PERTUSSIS,TENNESSEE,20,5416643,1996
PERTUSSIS,TEXAS,77,19340342,1996
PERTUSSIS,UTAH,21,2067976,1996
PERTUSSIS,VERMONT,120,593701,1996
PERTUSSIS,VIRGINIA,87,6750884,1996
PERTUSSIS,WASHINGTON,723,5569753,1996
PERTUSSIS,WEST VIRGINIA,7,1822808,1996
PERTUSSIS,WISCONSIN,3,5229986,1996
PERTUSSIS,WYOMING,9,488167,1996
RUBELLA,ALABAMA,2,4331102,1996
RUBELLA,ARIZONA,1,4586940,1996
RUBELLA,CALIFORNIA,48,32018834,1996
RUBELLA,COLORADO,3,3919972,1996
RUBELLA,CONNECTICUT,6,3336685,1996
RUBELLA,DISTRICT OF COLUMBIA,2,572377,1996
RUBELLA,FLORIDA,0,14853360,1996
RUBELLA,HAWAII,3,1203755,1996
RUBELLA,IDAHO,1,1203083,1996
RUBELLA,ILLINOIS,0,12101997,1996
RUBELLA,IOWA,1,2880000,1996
RUBELLA,LOUISIANA,1,4398877,1996
RUBELLA,MASSACHUSETTS,22,6179756,1996
RUBELLA,MICHIGAN,0,9758645,1996
RUBELLA,NEVADA,0,1666320,1996
RUBELLA,NEW JERSEY,0,8149596,1996
RUBELLA,NEW YORK,7,18588460,1996
RUBELLA,NORTH CAROLINA,85,7500670,1996
RUBELLA,OREGON,1,3247111,1996
RUBELLA,PENNSYLVANIA,0,12220464,1996
RUBELLA,SOUTH CAROLINA,1,3796200,1996
RUBELLA,TENNESSEE,1,5416643,1996
RUBELLA,TEXAS,2,19340342,1996
RUBELLA,UTAH,1,2067976,1996
RUBELLA,VERMONT,1,593701,1996
RUBELLA,VIRGINIA,2,6750884,1996
RUBELLA,WASHINGTON,2,5569753,1996
HEPATITIS A,ALABAMA,40,4367935,1997
HEPATITIS A,ALASKA,20,612968,1997
HEPATITIS A,ARIZONA,1078,4736990,1997
HEPATITIS A,ARKANSAS,88,2601090,1997
HEPATITIS A,CALIFORNIA,4438,32486010,1997
HEPATITIS A,COLORADO,234,4018293,1997
HEPATITIS A,CONNECTICUT,71,3349348,1997
HEPATITIS A,DELAWARE,13,751487,1997
HEPATITIS A,DISTRICT OF COLUMBIA,16,567736,1997
HEPATITIS A,FLORIDA,417,15186304,1997
HEPATITIS A,GEORGIA,403,7685099,1997
HEPATITIS A,HAWAII,58,1211640,1997
HEPATITIS A,IDAHO,78,1228520,1997
HEPATITIS A,ILLINOIS,354,12185715,1997
HEPATITIS A,INDIANA,147,5955267,1997
HEPATITIS A,IOWA,259,2891119,1997
HEPATITIS A,KANSAS,90,2635292,1997
HEPATITIS A,KENTUCKY,49,3952747,1997
HEPATITIS A,LOUISIANA,118,4421071,1997
HEPATITIS A,MAINE,29,1254774,1997
HEPATITIS A,MARYLAND,109,5157328,1997
HEPATITIS A,MASSACHUSETTS,117,6226058,1997
HEPATITIS A,MICHIGAN,555,9809051,1997
HEPATITIS A,MINNESOTA,113,4763390,1997
HEPATITIS A,MISSISSIPPI,31,2777004,1997
HEPATITIS A,MISSOURI,514,5481193,1997
HEPATITIS A,MONTANA,37,889865,1997
HEPATITIS A,NEBRASKA,67,1686418,1997
HEPATITIS A,NEVADA,252,1764104,1997
HEPATITIS A,NEW HAMPSHIRE,18,1189425,1997
HEPATITIS A,NEW JERSEY,128,8218808,1997
HEPATITIS A,NEW MEXICO,186,1774839,1997
HEPATITIS A,NEW YORK,463,18656546,1997
HEPATITIS A,NORTH CAROLINA,95,7656825,1997
HEPATITIS A,NORTH DAKOTA,7,649716,1997
HEPATITIS A,OHIO,262,11277357,1997
HEPATITIS A,OKLAHOMA,710,3372917,1997
HEPATITIS A,OREGON,189,3304310,1997
HEPATITIS A,PENNSYLVANIA,273,12227814,1997
HEPATITIS A,RHODE ISLAND,44,1025353,1997
HEPATITIS A,SOUTH CAROLINA,42,3859696,1997
HEPATITIS A,SOUTH DAKOTA,6,744223,1997
HEPATITIS A,TENNESSEE,164,5499233,1997
HEPATITIS A,TEXAS,1994,19740317,1997
HEPATITIS A,UTAH,275,2119784,1997
