disease,loc,number,population,year
SMALLPOX,PENNSYLVANIA,0,10196000,1947
SMALLPOX,RHODE ISLAND,0,776000,1947
SMALLPOX,SOUTH CAROLINA,2,1992000,1947
SMALLPOX,SOUTH DAKOTA,3,601000,1947
SMALLPOX,TENNESSEE,6,3166000,1947
SMALLPOX,TEXAS,15,7388000,1947
SMALLPOX,UTAH,0,636000,1947
SMALLPOX,VERMONT,0,354000,1947
SMALLPOX,VIRGINIA,0,3201000,1947
SMALLPOX,WASHINGTON,0,2211000,1947
SMALLPOX,WEST VIRGINIA,2,1883000,1947
SMALLPOX,WISCONSIN,5,3250000,1947
SMALLPOX,WYOMING,1,258000,1947
MEASLES,ALABAMA,2051,2969000,1948
MEASLES,ARIZONA,4302,690000,1948
MEASLES,ARKANSAS,3802,1825000,1948
MEASLES,CALIFORNIA,49097,10064000,1948
MEASLES,COLORADO,9135,1263000,1948
MEASLES,CONNECTICUT,2832,2014000,1948
MEASLES,DELAWARE,1040,312000,1948
MEASLES,DISTRICT OF COLUMBIA,2563,840000,1948
MEASLES,FLORIDA,3928,2578000,1948
MEASLES,GEORGIA,1233,3259000,1948
MEASLES,IDAHO,1517,551000,1948
MEASLES,ILLINOIS,36515,8552000,1948
MEASLES,INDIANA,14213,3877000,1948
MEASLES,IOWA,8958,2543000,1948
MEASLES,KANSAS,1103,1892000,1948
MEASLES,KENTUCKY,3605,2817000,1948
MEASLES,LOUISIANA,1496,2596000,1948
MEASLES,MAINE,2942,878000,1948
MEASLES,MARYLAND,9888,2271000,1948
MEASLES,MASSACHUSETTS,31548,4674000,1948
MEASLES,MICHIGAN,34860,6213000,1948
MEASLES,MINNESOTA,8212,2868000,1948
MEASLES,MISSISSIPPI,1210,2076000,1948
MEASLES,MISSOURI,5775,3844000,1948
MEASLES,MONTANA,1852,542000,1948
MEASLES,NEBRASKA,3331,1265000,1948
MEASLES,NEVADA,60,156000,1948
MEASLES,NEW HAMPSHIRE,404,520000,1948
MEASLES,NEW JERSEY,34156,4774000,1948
MEASLES,NEW MEXICO,1055,604000,1948
MEASLES,NEW YORK,47977,14497000,1948
MEASLES,NORTH CAROLINA,1035,3837000,1948
MEASLES,NORTH DAKOTA,1244,580000,1948
MEASLES,OHIO,22234,7876000,1948
MEASLES,OKLAHOMA,1379,2089000,1948
MEASLES,OREGON,5165,1405000,1948
MEASLES,PENNSYLVANIA,31549,10287000,1948
MEASLES,RHODE ISLAND,381,787000,1948
MEASLES,SOUTH CAROLINA,2409,1996000,1948
MEASLES,SOUTH DAKOTA,859,612000,1948
MEASLES,TENNESSEE,4102,3216000,1948
MEASLES,TEXAS,44525,7626000,1948
MEASLES,UTAH,5949,653000,1948
MEASLES,VERMONT,1462,359000,1948
MEASLES,VIRGINIA,6135,3207000,1948
MEASLES,WASHINGTON,10876,2255000,1948
MEASLES,WEST VIRGINIA,5611,1899000,1948
MEASLES,WISCONSIN,30693,3314000,1948
MEASLES,WYOMING,2167,269000,1948
PERTUSSIS,ALABAMA,1263,2969000,1948
PERTUSSIS,ARIZONA,1215,690000,1948
PERTUSSIS,ARKANSAS,1202,1825000,1948
PERTUSSIS,CALIFORNIA,3667,10064000,1948
PERTUSSIS,COLORADO,1721,1263000,1948
PERTUSSIS,CONNECTICUT,786,2014000,1948
PERTUSSIS,DELAWARE,72,312000,1948
PERTUSSIS,DISTRICT OF COLUMBIA,235,840000,1948
PERTUSSIS,FLORIDA,815,2578000,1948
PERTUSSIS,GEORGIA,570,3259000,1948
PERTUSSIS,IDAHO,274,551000,1948
PERTUSSIS,ILLINOIS,2294,8552000,1948
PERTUSSIS,INDIANA,999,3877000,1948
PERTUSSIS,IOWA,519,2543000,1948
PERTUSSIS,KANSAS,1506,1892000,1948
PERTUSSIS,KENTUCKY,820,2817000,1948
PERTUSSIS,LOUISIANA,260,2596000,1948
PERTUSSIS,MAINE,795,878000,1948
PERTUSSIS,MARYLAND,1031,2271000,1948
PERTUSSIS,MASSACHUSETTS,2964,4674000,1948
PERTUSSIS,MICHIGAN,2895,6213000,1948
PERTUSSIS,MINNESOTA,748,2868000,1948
PERTUSSIS,MISSISSIPPI,144,2076000,1948
PERTUSSIS,MISSOURI,720,3844000,1948
PERTUSSIS,MONTANA,304,542000,1948
PERTUSSIS,NEBRASKA,296,1265000,1948
PERTUSSIS,NEVADA,13,156000,1948
PERTUSSIS,NEW HAMPSHIRE,164,520000,1948
PERTUSSIS,NEW JERSEY,3001,4774000,1948
PERTUSSIS,NEW MEXICO,677,604000,1948
PERTUSSIS,NEW YORK,5994,14497000,1948
PERTUSSIS,NORTH CAROLINA,2046,3837000,1948
PERTUSSIS,NORTH DAKOTA,285,580000,1948
PERTUSSIS,OHIO,3051,7876000,1948
PERTUSSIS,OKLAHOMA,887,2089000,1948
PERTUSSIS,OREGON,980,1405000,1948
PERTUSSIS,PENNSYLVANIA,4183,10287000,1948
PERTUSSIS,RHODE ISLAND,294,787000,1948
PERTUSSIS,SOUTH CAROLINA,3234,1996000,1948
PERTUSSIS,SOUTH DAKOTA,124,612000,1948
PERTUSSIS,TENNESSEE,1234,3216000,1948
PERTUSSIS,TEXAS,12121,7626000,1948
PERTUSSIS,UTAH,615,653000,1948
PERTUSSIS,VERMONT,1240,359000,1948
PERTUSSIS,VIRGINIA,2244,3207000,1948
PERTUSSIS,WASHINGTON,965,2255000,1948
PERTUSSIS,WEST VIRGINIA,984,1899000,1948
PERTUSSIS,WISCONSIN,3011,3314000,1948
PERTUSSIS,WYOMING,163,269000,1948
POLIO,ALABAMA,208,2969000,1948
POLIO,ARIZONA,165,690000,1948
POLIO,ARKANSAS,147,1825000,1948
POLIO,CALIFORNIA,5481,10064000,1948
POLIO,COLORADO,124,1263000,1948
POLIO,CONNECTICUT,126,2014000,1948
POLIO,DELAWARE,128,312000,1948
POLIO,DISTRICT OF COLUMBIA,137,840000,1948
POLIO,FLORIDA,274,2578000,1948
POLIO,GEORGIA,234,3259000,1948
POLIO,IDAHO,100,551000,1948
POLIO,ILLINOIS,1130,8552000,1948
POLIO,INDIANA,416,3877000,1948
POLIO,IOWA,1183,2543000,1948
POLIO,KANSAS,321,1892000,1948
POLIO,KENTUCKY,192,2817000,1948
POLIO,LOUISIANA,153,2596000,1948
POLIO,MAINE,47,878000,1948
POLIO,MARYLAND,139,2271000,1948
POLIO,MASSACHUSETTS,190,4674000,1948
POLIO,MICHIGAN,780,6213000,1948
POLIO,MINNESOTA,1427,2868000,1948
POLIO,MISSISSIPPI,157,2076000,1948
POLIO,MISSOURI,335,3844000,1948
POLIO,MONTANA,66,542000,1948
POLIO,NEBRASKA,695,1265000,1948
POLIO,NEVADA,12,156000,1948
POLIO,NEW HAMPSHIRE,23,520000,1948
POLIO,NEW JERSEY,802,4774000,1948
POLIO,NEW MEXICO,80,604000,1948
POLIO,NEW YORK,1497,14497000,1948
POLIO,NORTH CAROLINA,2239,3837000,1948
POLIO,NORTH DAKOTA,139,580000,1948
POLIO,OHIO,1161,7876000,1948
POLIO,OKLAHOMA,340,2089000,1948
POLIO,OREGON,213,1405000,1948
POLIO,PENNSYLVANIA,740,10287000,1948
POLIO,RHODE ISLAND,11,787000,1948
POLIO,SOUTH CAROLINA,369,1996000,1948
POLIO,SOUTH DAKOTA,932,612000,1948
POLIO,TENNESSEE,400,3216000,1948
POLIO,TEXAS,1357,7626000,1948
POLIO,UTAH,214,653000,1948
POLIO,VERMONT,32,359000,1948
POLIO,VIRGINIA,583,3207000,1948
POLIO,WASHINGTON,376,2255000,1948
POLIO,WEST VIRGINIA,178,1899000,1948
POLIO,WISCONSIN,666,3314000,1948
POLIO,WYOMING,78,269000,1948
SMALLPOX,ALABAMA,15,2969000,1948
SMALLPOX,ARIZONA,2,690000,1948
SMALLPOX,ARKANSAS,20,1825000,1948
SMALLPOX,CALIFORNIA,43,10064000,1948
SMALLPOX,COLORADO,17,1263000,1948
SMALLPOX,CONNECTICUT,0,2014000,1948
SMALLPOX,DELAWARE,0,312000,1948
SMALLPOX,DISTRICT OF COLUMBIA,0,840000,1948
SMALLPOX,FLORIDA,0,2578000,1948
SMALLPOX,GEORGIA,2,3259000,1948
SMALLPOX,IDAHO,11,551000,1948
SMALLPOX,ILLINOIS,2,8552000,1948
SMALLPOX,INDIANA,16,3877000,1948
SMALLPOX,IOWA,2,2543000,1948
SMALLPOX,KANSAS,8,1892000,1948
SMALLPOX,KENTUCKY,44,2817000,1948
SMALLPOX,LOUISIANA,6,2596000,1948
SMALLPOX,MAINE,0,878000,1948
SMALLPOX,MARYLAND,0,2271000,1948
SMALLPOX,MASSACHUSETTS,0,4674000,1948
SMALLPOX,MICHIGAN,1,6213000,1948
SMALLPOX,MINNESOTA,0,2868000,1948
SMALLPOX,MISSISSIPPI,13,2076000,1948
SMALLPOX,MISSOURI,6,3844000,1948
SMALLPOX,MONTANA,9,542000,1948
SMALLPOX,NEBRASKA,7,1265000,1948
SMALLPOX,NEVADA,1,156000,1948
SMALLPOX,NEW HAMPSHIRE,0,520000,1948
SMALLPOX,NEW JERSEY,1,4774000,1948
SMALLPOX,NEW MEXICO,8,604000,1948
SMALLPOX,NEW YORK,5,14497000,1948
SMALLPOX,NORTH CAROLINA,3,3837000,1948
SMALLPOX,NORTH DAKOTA,5,580000,1948
SMALLPOX,OHIO,8,7876000,1948
SMALLPOX,OKLAHOMA,12,2089000,1948
SMALLPOX,OREGON,15,1405000,1948
SMALLPOX,PENNSYLVANIA,0,10287000,1948
SMALLPOX,RHODE ISLAND,0,787000,1948
SMALLPOX,SOUTH CAROLINA,2,1996000,1948
SMALLPOX,SOUTH DAKOTA,3,612000,1948
SMALLPOX,TENNESSEE,42,3216000,1948
SMALLPOX,TEXAS,83,7626000,1948
SMALLPOX,UTAH,13,653000,1948
SMALLPOX,VERMONT,0,359000,1948
SMALLPOX,VIRGINIA,0,3207000,1948
SMALLPOX,WASHINGTON,13,2255000,1948
SMALLPOX,WEST VIRGINIA,1,1899000,1948
SMALLPOX,WISCONSIN,6,3314000,1948
SMALLPOX,WYOMING,1,269000,1948
MEASLES,ALABAMA,11066,3000000,1949
MEASLES,ARIZONA,3795,714000,1949
MEASLES,ARKANSAS,12313,1844000,1949
MEASLES,CALIFORNIA,33161,10337000,1949
MEASLES,COLORADO,7221,1295000,1949
MEASLES,CONNECTICUT,19012,2032000,1949
MEASLES,DELAWARE,741,316000,1949
MEASLES,DISTRICT OF COLUMBIA,2248,807000,1949
MEASLES,FLORIDA,3843,2668000,1949
MEASLES,GEORGIA,9599,3325000,1949
MEASLES,IDAHO,2913,570000,1949
MEASLES,ILLINOIS,5715,8670000,1949
MEASLES,INDIANA,3964,3958000,1949
MEASLES,IOWA,2243,2578000,1949
MEASLES,KANSAS,16984,1925000,1949
MEASLES,KENTUCKY,8393,2849000,1949
MEASLES,LOUISIANA,1359,2634000,1949
MEASLES,MAINE,10013,903000,1949
MEASLES,MARYLAND,17240,2329000,1949
MEASLES,MASSACHUSETTS,26401,4741000,1949
MEASLES,MICHIGAN,19761,6332000,1949
MEASLES,MINNESOTA,3359,2935000,1949
MEASLES,MISSISSIPPI,2226,2085000,1949
MEASLES,MISSOURI,7910,3882000,1949
MEASLES,MONTANA,3847,569000,1949
MEASLES,NEBRASKA,2708,1302000,1949
MEASLES,NEVADA,95,157000,1949
MEASLES,NEW HAMPSHIRE,1229,533000,1949
MEASLES,NEW JERSEY,34473,4889000,1949
MEASLES,NEW MEXICO,4324,644000,1949
MEASLES,NEW YORK,52580,14892000,1949
MEASLES,NORTH CAROLINA,17306,3911000,1949
MEASLES,NORTH DAKOTA,1468,597000,1949
MEASLES,OHIO,21389,7973000,1949
MEASLES,OKLAHOMA,7453,2105000,1949
MEASLES,OREGON,9793,1431000,1949
MEASLES,PENNSYLVANIA,50284,10390000,1949
MEASLES,RHODE ISLAND,4499,801000,1949
MEASLES,SOUTH CAROLINA,9193,2029000,1949
MEASLES,SOUTH DAKOTA,993,631000,1949
MEASLES,TENNESSEE,8179,3236000,1949
MEASLES,TEXAS,57133,7623000,1949
MEASLES,UTAH,3533,671000,1949
MEASLES,VERMONT,6315,369000,1949
MEASLES,VIRGINIA,21377,3292000,1949
MEASLES,WASHINGTON,12644,2294000,1949
MEASLES,WEST VIRGINIA,3637,1930000,1949
MEASLES,WISCONSIN,39712,3391000,1949
MEASLES,WYOMING,558,277000,1949
PERTUSSIS,ALABAMA,515,3000000,1949
PERTUSSIS,ARIZONA,563,714000,1949
PERTUSSIS,ARKANSAS,769,1844000,1949
PERTUSSIS,CALIFORNIA,3684,10337000,1949
PERTUSSIS,COLORADO,350,1295000,1949
PERTUSSIS,CONNECTICUT,1701,2032000,1949
PERTUSSIS,DELAWARE,227,316000,1949
PERTUSSIS,DISTRICT OF COLUMBIA,119,807000,1949
PERTUSSIS,FLORIDA,191,2668000,1949
PERTUSSIS,GEORGIA,238,3325000,1949
PERTUSSIS,IDAHO,140,570000,1949
PERTUSSIS,ILLINOIS,3972,8670000,1949
PERTUSSIS,INDIANA,989,3958000,1949
PERTUSSIS,IOWA,188,2578000,1949
PERTUSSIS,KANSAS,401,1925000,1949
PERTUSSIS,KENTUCKY,1182,2849000,1949
PERTUSSIS,LOUISIANA,107,2634000,1949
PERTUSSIS,MAINE,493,903000,1949
PERTUSSIS,MARYLAND,1272,2329000,1949
PERTUSSIS,MASSACHUSETTS,4630,4741000,1949
PERTUSSIS,MICHIGAN,4034,6332000,1949
PERTUSSIS,MINNESOTA,183,2935000,1949
PERTUSSIS,MISSISSIPPI,268,2085000,1949
PERTUSSIS,MISSOURI,342,3882000,1949
PERTUSSIS,MONTANA,92,569000,1949
PERTUSSIS,NEBRASKA,115,1302000,1949
PERTUSSIS,NEVADA,12,157000,1949
PERTUSSIS,NEW HAMPSHIRE,147,533000,1949
PERTUSSIS,NEW JERSEY,4495,4889000,1949
PERTUSSIS,NEW MEXICO,200,644000,1949
PERTUSSIS,NEW YORK,8865,14892000,1949
PERTUSSIS,NORTH CAROLINA,1398,3911000,1949
PERTUSSIS,NORTH DAKOTA,151,597000,1949
PERTUSSIS,OHIO,3696,7973000,1949
PERTUSSIS,OKLAHOMA,222,2105000,1949
PERTUSSIS,OREGON,1033,1431000,1949
PERTUSSIS,PENNSYLVANIA,5788,10390000,1949
PERTUSSIS,RHODE ISLAND,269,801000,1949
PERTUSSIS,SOUTH CAROLINA,748,2029000,1949
PERTUSSIS,SOUTH DAKOTA,53,631000,1949
PERTUSSIS,TENNESSEE,1175,3236000,1949
PERTUSSIS,TEXAS,5279,7623000,1949
PERTUSSIS,UTAH,940,671000,1949
PERTUSSIS,VERMONT,319,369000,1949
PERTUSSIS,VIRGINIA,1375,3292000,1949
PERTUSSIS,WASHINGTON,782,2294000,1949
PERTUSSIS,WEST VIRGINIA,1051,1930000,1949
PERTUSSIS,WISCONSIN,3298,3391000,1949
PERTUSSIS,WYOMING,37,277000,1949
POLIO,ALABAMA,256,3000000,1949
POLIO,ARIZONA,164,714000,1949
POLIO,ARKANSAS,993,1844000,1949
POLIO,CALIFORNIA,2607,10337000,1949
POLIO,COLORADO,675,1295000,1949
POLIO,CONNECTICUT,657,2032000,1949
POLIO,DELAWARE,46,316000,1949
POLIO,DISTRICT OF COLUMBIA,107,807000,1949
POLIO,FLORIDA,285,2668000,1949
POLIO,GEORGIA,247,3325000,1949
POLIO,IDAHO,511,570000,1949
POLIO,ILLINOIS,2906,8670000,1949
POLIO,INDIANA,1141,3958000,1949
POLIO,IOWA,1210,2578000,1949
POLIO,KANSAS,755,1925000,1949
POLIO,KENTUCKY,686,2849000,1949
POLIO,LOUISIANA,232,2634000,1949
POLIO,MAINE,466,903000,1949
POLIO,MARYLAND,250,2329000,1949
POLIO,MASSACHUSETTS,1807,4741000,1949
POLIO,MICHIGAN,2919,6332000,1949
POLIO,MINNESOTA,1891,2935000,1949
POLIO,MISSISSIPPI,355,2085000,1949
POLIO,MISSOURI,1328,3882000,1949
POLIO,MONTANA,102,569000,1949
POLIO,NEBRASKA,670,1302000,1949
POLIO,NEVADA,18,157000,1949
POLIO,NEW HAMPSHIRE,182,533000,1949
POLIO,NEW JERSEY,1529,4889000,1949
POLIO,NEW MEXICO,207,644000,1949
POLIO,NEW YORK,5587,14892000,1949
POLIO,NORTH CAROLINA,248,3911000,1949
POLIO,NORTH DAKOTA,450,597000,1949
POLIO,OHIO,1792,7973000,1949
POLIO,OKLAHOMA,1323,2105000,1949
POLIO,OREGON,331,1431000,1949
POLIO,PENNSYLVANIA,841,10390000,1949
POLIO,RHODE ISLAND,178,801000,1949
POLIO,SOUTH CAROLINA,110,2029000,1949
POLIO,SOUTH DAKOTA,409,631000,1949
POLIO,TENNESSEE,547,3236000,1949
POLIO,TEXAS,2313,7623000,1949
POLIO,UTAH,292,671000,1949
POLIO,VERMONT,158,369000,1949
POLIO,VIRGINIA,339,3292000,1949
POLIO,WASHINGTON,594,2294000,1949
POLIO,WEST VIRGINIA,349,1930000,1949
POLIO,WISCONSIN,1164,3391000,1949
POLIO,WYOMING,122,277000,1949
SMALLPOX,ARIZONA,3,714000,1949
SMALLPOX,CALIFORNIA,1,10337000,1949
SMALLPOX,COLORADO,2,1295000,1949
SMALLPOX,IDAHO,3,570000,1949
SMALLPOX,KANSAS,8,1925000,1949
SMALLPOX,KENTUCKY,6,2849000,1949
SMALLPOX,LOUISIANA,1,2634000,1949
SMALLPOX,MICHIGAN,3,6332000,1949
SMALLPOX,MISSISSIPPI,6,2085000,1949
SMALLPOX,MISSOURI,8,3882000,1949
SMALLPOX,MONTANA,1,569000,1949
SMALLPOX,NEW MEXICO,3,644000,1949
SMALLPOX,NORTH CAROLINA,2,3911000,1949
SMALLPOX,OHIO,2,7973000,1949
SMALLPOX,OKLAHOMA,2,2105000,1949
SMALLPOX,SOUTH DAKOTA,6,631000,1949
SMALLPOX,TEXAS,8,7623000,1949
SMALLPOX,WISCONSIN,2,3391000,1949
MEASLES,ALABAMA,1556,3058000,1950
MEASLES,ARIZONA,2389,756000,1950
MEASLES,ARKANSAS,1739,1908000,1950
MEASLES,CALIFORNIA,14728,10677000,1950
MEASLES,COLORADO,5239,1325000,1950
MEASLES,CONNECTICUT,3980,2016000,1950
MEASLES,DELAWARE,625,321000,1950
MEASLES,DISTRICT OF COLUMBIA,1721,806000,1950
MEASLES,FLORIDA,2344,2810000,1950
MEASLES,GEORGIA,2159,3458000,1950
MEASLES,HAWAII,66,498000,1950
MEASLES,IDAHO,1912,590000,1950
MEASLES,ILLINOIS,17507,8738000,1950
MEASLES,INDIANA,6721,3967000,1950
MEASLES,IOWA,10486,2625000,1950
MEASLES,KANSAS,1785,1916000,1950
MEASLES,KENTUCKY,4775,2936000,1950
MEASLES,LOUISIANA,770,2697000,1950
MEASLES,MAINE,973,917000,1950
MEASLES,MARYLAND,1454,2355000,1950
MEASLES,MASSACHUSETTS,12405,4686000,1950
MEASLES,MICHIGAN,36859,6407000,1950
MEASLES,MINNESOTA,3751,2997000,1950
MEASLES,MISSISSIPPI,2165,2176000,1950
MEASLES,MISSOURI,2301,3964000,1950
MEASLES,MONTANA,1780,593000,1950
MEASLES,NEBRASKA,3653,1327000,1950
MEASLES,NEVADA,110,162000,1950
MEASLES,NEW HAMPSHIRE,183,532000,1950
MEASLES,NEW JERSEY,29313,4872000,1950
MEASLES,NEW MEXICO,937,689000,1950
MEASLES,NEW YORK,29924,14865000,1950
MEASLES,NORTH CAROLINA,4836,4068000,1950
MEASLES,NORTH DAKOTA,394,619000,1950
MEASLES,OHIO,12911,7980000,1950
MEASLES,OKLAHOMA,613,2229000,1950
MEASLES,OREGON,757,1532000,1950
MEASLES,PENNSYLVANIA,17382,10507000,1950
MEASLES,RHODE ISLAND,241,786000,1950
MEASLES,SOUTH CAROLINA,1915,2113000,1950
MEASLES,SOUTH DAKOTA,672,655000,1950
MEASLES,TENNESSEE,3452,3315000,1950
MEASLES,TEXAS,13658,7776000,1950
MEASLES,UTAH,6119,696000,1950
MEASLES,VERMONT,597,379000,1950
MEASLES,VIRGINIA,2832,3315000,1950
MEASLES,WASHINGTON,3404,2387000,1950
MEASLES,WEST VIRGINIA,5881,2006000,1950
MEASLES,WISCONSIN,18796,3438000,1950
MEASLES,WYOMING,609,290000,1950
PERTUSSIS,ALABAMA,1177,3058000,1950
PERTUSSIS,ALASKA,86,135000,1950
PERTUSSIS,ARIZONA,1953,756000,1950
PERTUSSIS,ARKANSAS,1951,1908000,1950
PERTUSSIS,CALIFORNIA,5025,10677000,1950
PERTUSSIS,COLORADO,1103,1325000,1950
PERTUSSIS,CONNECTICUT,3650,2016000,1950
PERTUSSIS,DELAWARE,324,321000,1950
PERTUSSIS,DISTRICT OF COLUMBIA,186,806000,1950
PERTUSSIS,FLORIDA,458,2810000,1950
PERTUSSIS,GEORGIA,1041,3458000,1950
PERTUSSIS,HAWAII,28,498000,1950
PERTUSSIS,IDAHO,766,590000,1950
PERTUSSIS,ILLINOIS,3273,8738000,1950
PERTUSSIS,INDIANA,1607,3967000,1950
PERTUSSIS,IOWA,1097,2625000,1950
PERTUSSIS,KANSAS,1466,1916000,1950
PERTUSSIS,KENTUCKY,1875,2936000,1950
PERTUSSIS,LOUISIANA,224,2697000,1950
PERTUSSIS,MAINE,1918,917000,1950
PERTUSSIS,MARYLAND,2242,2355000,1950
PERTUSSIS,MASSACHUSETTS,5509,4686000,1950
PERTUSSIS,MICHIGAN,8650,6407000,1950
PERTUSSIS,MINNESOTA,1303,2997000,1950
PERTUSSIS,MISSISSIPPI,240,2176000,1950
PERTUSSIS,MISSOURI,1335,3964000,1950
PERTUSSIS,MONTANA,631,593000,1950
PERTUSSIS,NEBRASKA,281,1327000,1950
PERTUSSIS,NEVADA,24,162000,1950
PERTUSSIS,NEW HAMPSHIRE,197,532000,1950
PERTUSSIS,NEW JERSEY,6142,4872000,1950
PERTUSSIS,NEW MEXICO,940,689000,1950
PERTUSSIS,NEW YORK,7533,14865000,1950
PERTUSSIS,NORTH CAROLINA,3208,4068000,1950
PERTUSSIS,NORTH DAKOTA,327,619000,1950
PERTUSSIS,OHIO,7088,7980000,1950
PERTUSSIS,OKLAHOMA,902,2229000,1950
PERTUSSIS,OREGON,1371,1532000,1950
PERTUSSIS,PENNSYLVANIA,6451,10507000,1950
PERTUSSIS,RHODE ISLAND,1822,786000,1950
PERTUSSIS,SOUTH CAROLINA,458,2113000,1950
PERTUSSIS,SOUTH DAKOTA,164,655000,1950
PERTUSSIS,TENNESSEE,1878,3315000,1950
PERTUSSIS,TEXAS,11248,7776000,1950
PERTUSSIS,UTAH,679,696000,1950
PERTUSSIS,VERMONT,1789,379000,1950
PERTUSSIS,VIRGINIA,3185,3315000,1950
PERTUSSIS,WASHINGTON,2077,2387000,1950
PERTUSSIS,WEST VIRGINIA,2287,2006000,1950
PERTUSSIS,WISCONSIN,6236,3438000,1950
PERTUSSIS,WYOMING,120,290000,1950
POLIO,ALABAMA,279,3058000,1950
POLIO,ALASKA,61,135000,1950
POLIO,ARIZONA,171,756000,1950
POLIO,ARKANSAS,334,1908000,1950
POLIO,CALIFORNIA,2090,10677000,1950
POLIO,COLORADO,211,1325000,1950
POLIO,CONNECTICUT,483,2016000,1950
POLIO,DELAWARE,43,321000,1950
POLIO,DISTRICT OF COLUMBIA,184,806000,1950
POLIO,FLORIDA,463,2810000,1950
POLIO,GEORGIA,492,3458000,1950
POLIO,HAWAII,20,498000,1950
POLIO,IDAHO,159,590000,1950
POLIO,ILLINOIS,1916,8738000,1950
POLIO,INDIANA,597,3967000,1950
POLIO,IOWA,1282,2625000,1950
POLIO,KANSAS,523,1916000,1950
POLIO,KENTUCKY,693,2936000,1950
POLIO,LOUISIANA,403,2697000,1950
POLIO,MAINE,97,917000,1950
POLIO,MARYLAND,713,2355000,1950
POLIO,MASSACHUSETTS,511,4686000,1950
POLIO,MICHIGAN,2014,6407000,1950
POLIO,MINNESOTA,591,2997000,1950
POLIO,MISSISSIPPI,397,2176000,1950
POLIO,MISSOURI,415,3964000,1950
POLIO,MONTANA,46,593000,1950
POLIO,NEBRASKA,438,1327000,1950
POLIO,NEVADA,12,162000,1950
POLIO,NEW HAMPSHIRE,23,532000,1950
POLIO,NEW JERSEY,886,4872000,1950
POLIO,NEW MEXICO,140,689000,1950
POLIO,NEW YORK,4231,14865000,1950
POLIO,NORTH CAROLINA,752,4068000,1950
POLIO,NORTH DAKOTA,39,619000,1950
POLIO,OHIO,1802,7980000,1950
POLIO,OKLAHOMA,525,2229000,1950
POLIO,OREGON,515,1532000,1950
POLIO,PENNSYLVANIA,1334,10507000,1950
POLIO,RHODE ISLAND,52,786000,1950
POLIO,SOUTH CAROLINA,434,2113000,1950
POLIO,SOUTH DAKOTA,184,655000,1950
POLIO,TENNESSEE,563,3315000,1950
POLIO,TEXAS,2747,7776000,1950
POLIO,UTAH,81,696000,1950
POLIO,VERMONT,33,379000,1950
POLIO,VIRGINIA,1217,3315000,1950
POLIO,WASHINGTON,634,2387000,1950
POLIO,WEST VIRGINIA,376,2006000,1950
POLIO,WISCONSIN,953,3438000,1950
POLIO,WYOMING,45,290000,1950
SMALLPOX,ARIZONA,2,756000,1950
SMALLPOX,ARKANSAS,1,1908000,1950
SMALLPOX,COLORADO,2,1325000,1950
SMALLPOX,IOWA,2,2625000,1950
SMALLPOX,KANSAS,7,1916000,1950
SMALLPOX,KENTUCKY,5,2936000,1950
SMALLPOX,MISSISSIPPI,1,2176000,1950
SMALLPOX,MISSOURI,3,3964000,1950
SMALLPOX,NEBRASKA,1,1327000,1950
SMALLPOX,NEVADA,1,162000,1950
SMALLPOX,NEW MEXICO,1,689000,1950
SMALLPOX,NORTH DAKOTA,1,619000,1950
SMALLPOX,OHIO,2,7980000,1950
SMALLPOX,OKLAHOMA,5,2229000,1950
SMALLPOX,OREGON,1,1532000,1950
SMALLPOX,SOUTH DAKOTA,2,655000,1950
SMALLPOX,TENNESSEE,1,3315000,1950
SMALLPOX,TEXAS,1,7776000,1950
SMALLPOX,WISCONSIN,1,3438000,1950
SMALLPOX,WYOMING,2,290000,1950
MEASLES,ALABAMA,3158,3059000,1951
MEASLES,ARIZONA,10609,785000,1951
MEASLES,ARKANSAS,7625,1901000,1951
MEASLES,CALIFORNIA,61055,11134000,1951
MEASLES,COLORADO,12385,1326000,1951
MEASLES,CONNECTICUT,4612,2028000,1951
MEASLES,DELAWARE,690,331000,1951
MEASLES,DISTRICT OF COLUMBIA,1496,808000,1951
MEASLES,FLORIDA,2270,2980000,1951
MEASLES,GEORGIA,7523,3531000,1951
MEASLES,HAWAII,4910,514000,1951
MEASLES,IDAHO,2109,589000,1951
MEASLES,ILLINOIS,16494,8790000,1951
MEASLES,INDIANA,4178,4096000,1951
MEASLES,IOWA,2716,2617000,1951
MEASLES,KANSAS,11158,1950000,1951
MEASLES,KENTUCKY,8558,2941000,1951
MEASLES,LOUISIANA,2180,2769000,1951
MEASLES,MAINE,1768,916000,1951
MEASLES,MARYLAND,6568,2441000,1951
MEASLES,MASSACHUSETTS,14499,4654000,1951
MEASLES,MICHIGAN,14414,6497000,1951
MEASLES,MINNESOTA,2810,3010000,1951
MEASLES,MISSISSIPPI,1974,2163000,1951
MEASLES,MISSOURI,7571,4015000,1951
MEASLES,MONTANA,2483,596000,1951
MEASLES,NEBRASKA,549,1316000,1951
MEASLES,NEVADA,288,168000,1951
MEASLES,NEW HAMPSHIRE,1039,529000,1951
MEASLES,NEW JERSEY,19773,5006000,1951
MEASLES,NEW MEXICO,2133,717000,1951
MEASLES,NEW YORK,35827,14890000,1951
MEASLES,NORTH CAROLINA,3353,4120000,1951
MEASLES,NORTH DAKOTA,2579,604000,1951
MEASLES,OHIO,23843,8061000,1951
MEASLES,OKLAHOMA,7954,2210000,1951
